Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/13/2020,02/01/2020,05/09/2020,South Carolina,Male,85 years and over,16,"1,398",95,,,112,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Carolina,Male Total,"Male, all ages",97,"7,731",444,32,48,557,
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female,Under 1 year,0,33,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female,5-14 years,0,10,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female,15-24 years,0,43,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female,25-34 years,0,114,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female,35-44 years,0,185,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female,45-54 years,,369,22,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female,55-64 years,15,795,59,,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female,65-74 years,34,"1,334",104,16,,129,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female,75-84 years,26,"1,730",112,10,12,140,
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female,85 years and over,21,"2,285",150,10,11,172,
05/13/2020,02/01/2020,05/09/2020,South Carolina,Female Total,"Female, all ages",101,"6,905",455,43,46,559,
05/13/2020,02/01/2020,05/09/2020,South Carolina,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,South Carolina Total,All sexes,All Ages,198,"14,636",899,75,94,"1,116",
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male,15-24 years,0,10,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male,25-34 years,0,21,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male,35-44 years,0,38,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male,45-54 years,,48,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male,55-64 years,,158,16,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male,65-74 years,,223,21,0,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male,75-84 years,0,299,26,0,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male,85 years and over,,341,27,,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Male Total,"Male, all ages",15,"1,149",96,,14,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female,1-4 years,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female,25-34 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female,35-44 years,0,20,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female,45-54 years,,33,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female,55-64 years,,113,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female,65-74 years,0,173,16,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female,75-84 years,,223,17,,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female,85 years and over,,477,29,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Female Total,"Female, all ages",,"1,054",76,,,86,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,South Dakota,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,South Dakota Total,All sexes,All Ages,21,"2,203",172,,21,205,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male,Under 1 year,,78,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male,1-4 years,0,19,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male,5-14 years,0,30,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male,15-24 years,0,175,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male,25-34 years,0,330,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male,35-44 years,,449,19,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male,45-54 years,,831,48,,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male,55-64 years,18,"1,881",140,11,14,161,
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male,65-74 years,28,"2,498",200,16,22,234,
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male,75-84 years,34,"2,608",228,13,10,259,
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male,85 years and over,12,"1,886",183,,,190,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Male Total,"Male, all ages",103,"10,785",827,56,59,933,
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female,Under 1 year,0,52,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female,1-4 years,0,10,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female,15-24 years,0,62,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female,25-34 years,0,183,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female,35-44 years,,283,19,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female,45-54 years,,537,29,,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female,55-64 years,11,"1,255",94,,11,107,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female,65-74 years,14,"1,951",164,,11,186,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female,75-84 years,19,"2,455",210,,14,237,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female,85 years and over,22,"3,214",200,,12,226,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Tennessee,Female Total,"Female, all ages",71,"10,010",726,29,61,829,
05/13/2020,02/01/2020,05/09/2020,Tennessee,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Tennessee Total,All sexes,All Ages,174,"20,795","1,553",85,120,"1,762",
05/13/2020,02/01/2020,05/09/2020,Texas,Male,Under 1 year,0,247,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas,Male,1-4 years,0,52,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas,Male,5-14 years,0,79,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas,Male,15-24 years,0,561,13,0,0,13,
05/13/2020,02/01/2020,05/09/2020,Texas,Male,25-34 years,,910,23,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas,Male,35-44 years,14,"1,161",52,,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas,Male,45-54 years,28,"2,238",117,12,14,147,
05/13/2020,02/01/2020,05/09/2020,Texas,Male,55-64 years,70,"4,942",380,27,35,458,
05/13/2020,02/01/2020,05/09/2020,Texas,Male,65-74 years,123,"6,990",577,55,30,675,
05/13/2020,02/01/2020,05/09/2020,Texas,Male,75-84 years,95,"7,204",632,43,35,718,
05/13/2020,02/01/2020,05/09/2020,Texas,Male,85 years and over,89,"5,949",509,42,25,581,
05/13/2020,02/01/2020,05/09/2020,Texas,Male Total,"Male, all ages",426,"30,333","2,311",192,151,"2,695",
05/13/2020,02/01/2020,05/09/2020,Texas,Female,Under 1 year,0,179,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Texas,Female,1-4 years,0,45,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas,Female,5-14 years,0,64,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas,Female,15-24 years,,184,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas,Female,25-34 years,,360,12,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas,Female,35-44 years,,643,37,,13,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas,Female,45-54 years,21,"1,376",96,,20,131,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas,Female,55-64 years,30,"3,203",262,12,29,309,
05/13/2020,02/01/2020,05/09/2020,Texas,Female,65-74 years,54,"4,960",413,20,38,485,
05/13/2020,02/01/2020,05/09/2020,Texas,Female,75-84 years,95,"6,709",520,45,32,602,
05/13/2020,02/01/2020,05/09/2020,Texas,Female,85 years and over,102,"9,191",633,36,29,728,
05/13/2020,02/01/2020,05/09/2020,Texas,Female Total,"Female, all ages",316,"26,914","1,983",124,170,"2,344",
05/13/2020,02/01/2020,05/09/2020,Texas,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Texas Total,All sexes,All Ages,742,"57,248","4,294",316,321,"5,039",
05/13/2020,02/01/2020,05/09/2020,Utah,Male,Under 1 year,0,29,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Male,15-24 years,0,57,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Male,25-34 years,,88,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Male,35-44 years,0,126,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Male,45-54 years,,188,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Male,55-64 years,,351,17,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Male,65-74 years,,566,30,,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Male,75-84 years,,721,48,,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Male,85 years and over,,689,56,,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Male Total,"Male, all ages",24,"2,826",166,,27,210,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female,Under 1 year,0,35,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female,15-24 years,,20,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female,25-34 years,0,53,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female,35-44 years,0,79,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female,45-54 years,,114,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female,55-64 years,,258,14,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female,65-74 years,,399,30,,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female,75-84 years,,658,41,,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female,85 years and over,,990,47,,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Female Total,"Female, all ages",22,"2,616",143,,13,170,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Utah,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Utah Total,All sexes,All Ages,46,"5,442",309,15,40,380,
05/13/2020,02/01/2020,05/09/2020,Vermont,Male,Under 1 year,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Male,5-14 years,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Vermont,Male,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Male,25-34 years,0,22,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Vermont,Male,35-44 years,,33,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Male,45-54 years,0,48,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Male,55-64 years,,122,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Male,65-74 years,,176,13,,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Male,75-84 years,14,250,22,,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Male,85 years and over,,261,25,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Male Total,"Male, all ages",28,919,68,,10,97,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Female,Under 1 year,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Vermont,Female,1-4 years,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Vermont,Female,5-14 years,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Vermont,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Female,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Female,35-44 years,,11,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Female,45-54 years,,30,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Female,55-64 years,0,68,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Female,65-74 years,,133,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Female,75-84 years,,201,12,0,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Female,85 years and over,,380,30,,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Female Total,"Female, all ages",19,834,48,,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Vermont,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Vermont Total,All sexes,All Ages,47,"1,753",116,11,14,166,
05/13/2020,02/01/2020,05/09/2020,Virginia,Male,Under 1 year,0,66,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Virginia,Male,1-4 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Male,5-14 years,0,18,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Male,15-24 years,0,143,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Male,25-34 years,0,273,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Male,35-44 years,,394,,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Male,45-54 years,16,698,21,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Male,55-64 years,38,"1,574",85,14,,118,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Male,65-74 years,72,"2,286",148,25,19,214,
05/13/2020,02/01/2020,05/09/2020,Virginia,Male,75-84 years,97,"2,702",200,50,,255,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Male,85 years and over,76,"2,334",165,22,12,230,
05/13/2020,02/01/2020,05/09/2020,Virginia,Male Total,"Male, all ages",304,"10,496",631,121,59,871,
05/13/2020,02/01/2020,05/09/2020,Virginia,Female,Under 1 year,0,48,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Female,1-4 years,0,11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Female,5-14 years,0,14,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Female,15-24 years,0,39,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Female,25-34 years,0,128,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Female,35-44 years,,192,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Female,45-54 years,,437,25,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Female,55-64 years,29,"1,081",75,13,10,101,
05/13/2020,02/01/2020,05/09/2020,Virginia,Female,65-74 years,56,"1,728",109,16,,153,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia,Female,75-84 years,71,"2,535",151,26,12,208,
05/13/2020,02/01/2020,05/09/2020,Virginia,Female,85 years and over,147,"3,876",222,33,14,350,
05/13/2020,02/01/2020,05/09/2020,Virginia,Female Total,"Female, all ages",315,"10,089",593,90,48,866,
05/13/2020,02/01/2020,05/09/2020,Virginia,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Virginia Total,All sexes,All Ages,619,"20,586","1,224",211,107,"1,737",
05/13/2020,02/01/2020,05/09/2020,Washington,Male,Under 1 year,0,46,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Washington,Male,1-4 years,0,12,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Washington,Male,5-14 years,0,14,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Washington,Male,15-24 years,,124,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Washington,Male,25-34 years,0,221,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Washington,Male,35-44 years,,292,,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Washington,Male,45-54 years,14,512,27,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Washington,Male,55-64 years,41,"1,136",99,24,11,126,
05/13/2020,02/01/2020,05/09/2020,Washington,Male,65-74 years,83,"1,894",176,39,19,239,
05/13/2020,02/01/2020,05/09/2020,Washington,Male,75-84 years,107,"2,046",209,63,,261,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Washington,Male,85 years and over,125,"2,058",204,75,,263,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Washington,Male Total,"Male, all ages",380,"8,355",733,209,56,958,
05/13/2020,02/01/2020,05/09/2020,Washington,Female,Under 1 year,0,38,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Washington,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Washington,Female,5-14 years,0,10,0,0,0,0,
